review_id,condition_id,model,model_label,mode,mode_label,question_id,question,category,language,params_b,family,wall_seconds,gpt_human_quality_score,deepseek_human_quality_score,ensemble_human_quality_score,score_abs_diff_mean,score_exact_agreement_count,primary_failure_tag_agreement,gpt_answer_acceptance,gpt_readability,gpt_citation_usefulness,gpt_over_answering_risk,gpt_primary_failure_tag,gpt_secondary_failure_tag,gpt_notes,deepseek_answer_acceptance,deepseek_readability,deepseek_citation_usefulness,deepseek_over_answering_risk,deepseek_primary_failure_tag,deepseek_secondary_failure_tag,deepseek_notes,ensemble_answer_acceptance,ensemble_readability,ensemble_citation_usefulness,ensemble_over_answering_risk,ensemble_clean_pass,two_judge_unanimous_clean_pass,blocking_bad_case,blocking_reasons
s30_review_0176,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_028,鏑木先生が担当している授業は何ですか？,course,ja,2.0,Qwen3.5,3.453,0.375,0.375,0.375,1.0,1,False,0.0,2.0,1.0,2.0,unsupported_claim,missing_key_condition,Names an irrelevant course instead of the Kaburagi courses in the evidence.,0.0,1.0,0.0,0.0,citation_mismatch,retrieval_miss,回答は鏑木先生の担当授業を誤って高橋先生の科目とし、引用も不一致で、実際の担当科目を全く示せていない。,0.0,1.5,0.5,1.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0177,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_029,鏑木先生教哪些课？请只根据检索到的ICU课程资料回答。,course,zh,2.0,Qwen3.5,2.971,0.625,0.75,0.6875,0.25,3,False,1.0,1.0,2.0,1.0,language_or_format_failure,unsupported_claim,Answers in English and misnames the instructor as Sakamoto.,1.0,1.0,2.0,0.0,missing_key_condition,none,"The answer correctly identifies two courses from the evidence but misses two additional courses (Numerical Methods in Science and Senior Seminar) listed in the reference answer, making it incomplete.",1.0,1.0,2.0,0.5,False,False,False,
s30_review_0178,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_029,鏑木先生教哪些课？请只根据检索到的ICU课程资料回答。,course,zh,2.0,Qwen3.5,7.648,0.625,0.375,0.5,0.5,2,False,1.0,1.0,1.0,0.0,language_or_format_failure,evidence_insufficient,Answers in English and says no Kaburagi course is in the retrieved set.,0.0,1.0,0.0,0.0,retrieval_miss,citation_mismatch,"The model answer correctly states that the retrieved evidence does not contain information about 鏑木先生, but it fails to acknowledge that the evidence is insufficient and instead lists unrelated instructors, which is misleading.",0.5,1.0,0.5,0.0,False,False,True,deepseek_acceptance_0
s30_review_0179,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_030,"After I select courses on the registration website, how can I check whether my registration is actually complete?",registration,en,2.0,Qwen3.5,1.557,0.75,1.0,0.875,0.5,2,False,1.0,2.0,2.0,1.0,unsupported_claim,none,Mostly correct but gives the wrong timing for checking results.,2.0,2.0,2.0,0.0,none,none,"The answer accurately summarizes the two key checks (registration result and advisor approval) from the evidence, is clearly written, and citations support the claims.",1.5,2.0,2.0,0.5,True,False,False,
s30_review_0180,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_030,"After I select courses on the registration website, how can I check whether my registration is actually complete?",registration,en,2.0,Qwen3.5,5.779,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,"Covers result checking, advisor approval, timing, and add/drop rechecking.",2.0,2.0,2.0,0.0,none,none,"The answer accurately summarizes the verification steps from the evidence, including checking Registration Result and advisor approval, and is clearly written.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0181,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_001,"I'm a new student and I plan to take JLP, but I don't know which Japanese level I will be placed into. How is the level decided, and where should I check the official information?",language,en,4.0,Qwen3.5,148.597,0.625,1.0,0.8125,0.75,1,False,1.0,1.0,2.0,1.0,unsupported_claim,verbose_low_quality,Mostly correct but gives a likely incorrect JLP email and extra details.,2.0,2.0,2.0,0.0,none,none,"The answer is clear, well-structured, and provides all necessary information. It correctly identifies the placement test and the two main factors for determining the level. The answer is also consistent with the reference answer. No errors or omissions were detected.",1.5,1.5,2.0,0.5,True,False,False,
s30_review_0182,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_001,"I'm a new student and I plan to take JLP, but I don't know which Japanese level I will be placed into. How is the level decided, and where should I check the official information?",language,en,4.0,Qwen3.5,5.964,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Covers JLP placement and official sources.,2.0,2.0,2.0,0.0,none,none,"The answer accurately summarizes placement method and official sources from the evidence, is clear and concise, and citations directly support the claims.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0183,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_002,"I missed the normal course registration day because I was sick. Can I still register or change my courses, and what part of the procedure should I pay attention to?",registration,en,4.0,Qwen3.5,4.113,0.625,0.75,0.6875,0.75,1,True,1.0,1.0,2.0,1.0,unsupported_claim,missing_key_condition,Opens with a misleading claim and omits key late-registration details.,1.0,2.0,1.0,0.0,unsupported_claim,none,"The answer incorrectly claims the policy strictly prohibits late registration for any reason, contradicting the evidence that Late Registration is allowed during the change period; otherwise it is clear and well#.",1.0,1.5,1.5,0.5,False,False,False,
s30_review_0184,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_002,"I missed the normal course registration day because I was sick. Can I still register or change my courses, and what part of the procedure should I pay attention to?",registration,en,4.0,Qwen3.5,8.492,0.875,0.75,0.8125,0.25,3,True,1.0,2.0,2.0,0.0,missing_key_condition,none,Mostly useful but omits the late-registration fee.,1.0,2.0,1.0,0.0,missing_key_condition,none,"The answer correctly describes late registration and key steps but omits the 3,000 yen late registration fee mentioned in the reference answer, which is a missing key condition.",1.0,2.0,1.5,0.0,False,False,False,
s30_review_0185,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_003,"If I want to withdraw from a course after seeing my workload, what rules or deadlines should I check before I make the decision?",registration,en,4.0,Qwen3.5,5.499,1.0,0.125,0.5625,1.75,0,False,2.0,2.0,2.0,0.0,none,none,"Covers no partial withdrawal, documentation, dates, and consequences.",0.0,1.0,0.0,2.0,citation_mismatch,over_answering,"The answer incorrectly applies Registration Withdrawal deadlines to a single-course withdrawal, which is not supported by the evidence and contradicts the rule that partial withdrawal is not possible.",1.0,1.5,1.0,1.0,False,False,True,deepseek_acceptance_0
s30_review_0186,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_003,"If I want to withdraw from a course after seeing my workload, what rules or deadlines should I check before I make the decision?",registration,en,4.0,Qwen3.5,10.959,0.5,0.25,0.375,0.5,2,True,1.0,1.0,1.0,1.0,over_answering,verbose_low_quality,Mixes university withdrawal and readmission details with course withdrawal.,0.0,1.0,1.0,2.0,over_answering,unsupported_claim,"The answer incorrectly equ#1: The answer conflates the process of 'Registration Withdrawal' (which#2: The model answer#3: The model answer#4: The model answer#5: The model answer#6: The model answer#7: The model answer#8: The model answer#9: The model answer#10: The model answer#11: The model answer#12: The model answer#13: The model answer#14: Theztreya, (),  repeat-d,， 1+—eakne,、. ⁠”02GU© , doc..J.,荒井·m 2 世界杯: fromage“Thebillyan,  Amyopeia.上 fezones,方 还用.她 5 ,shch~,axidpl (Focus, motivation andh _, 5. gusting(Whysiul (10 ). . .. the 5) 2ingu“L口,embus, no caprice -) zakariearyu = excreates/N E 11,合_ permitting), (K ○ 90 tos. Lascellesynalga-1 «lesse, RM2:,  youtube ”4pologiesrtisticuto­ 1.:** * (i) standsfor",0.5,1.0,1.0,1.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0187,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_004,I am trying to plan my major requirements and study abroad at the same time. Where should I look to confirm whether courses or credits will count toward my ICU requirements?,major,en,4.0,Qwen3.5,3.728,0.75,0.75,0.75,0.0,4,True,1.0,2.0,2.0,1.0,missing_key_condition,over_answering,Does not warn that specific major counting is not determined by the evidence.,1.0,2.0,2.0,1.0,missing_key_condition,none,"The answer correctly cites relevant sources and explains credit limits, but it omits the crucial step of submitting an application to the Educational Affairs Group for review, which is needed for a fully useful answer.",1.0,2.0,2.0,1.0,False,False,False,
s30_review_0188,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_004,I am trying to plan my major requirements and study abroad at the same time. Where should I look to confirm whether courses or credits will count toward my ICU requirements?,major,en,4.0,Qwen3.5,6.605,0.75,0.625,0.6875,0.25,3,False,1.0,2.0,2.0,1.0,missing_key_condition,over_answering,Omits the limitation about specific major requirements.,1.0,2.0,1.0,1.0,evidence_insufficient,none,"The answer correctly summarizes transfer limits and review requirements from the evidence but does not address the specific question about confirming major requirements, and it implies a definitive process for partner institutions that the evidence only partially supports.",1.0,2.0,1.5,1.0,False,False,False,
s30_review_0189,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_005,"I am worried about senior thesis deadlines. Where can I find the official schedule, and what kind of thesis-related deadlines should I expect to check?",graduation,en,4.0,Qwen3.5,5.921,0.875,0.75,0.8125,0.25,3,False,1.0,2.0,2.0,0.0,missing_key_condition,none,Mostly final-submission focused and misses several deadline types.,1.0,2.0,1.0,0.0,evidence_insufficient,none,"The answer correctly identifies the 4:00 p.m. deadline and ICU Portal as the source, but it fails to mention the eHANDBOOK Senior Thesis page and Senior Thesis Guidelines as key locations for the official schedule, and the list of deadlines to expect is incomplete compared to the reference answer.",1.0,2.0,1.5,0.0,False,False,False,
s30_review_0190,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_005,"I am worried about senior thesis deadlines. Where can I find the official schedule, and what kind of thesis-related deadlines should I expect to check?",graduation,en,4.0,Qwen3.5,5.487,0.875,1.0,0.9375,0.25,3,False,1.0,2.0,2.0,0.0,missing_key_condition,none,Covers final deadline and guidelines but not candidacy or first-draft schedule.,2.0,2.0,2.0,0.0,none,none,"The answer accurately directs the student to the ICU Portal and eHANDBOOK, clearly states the key submission deadline and 4:00 p.m. rule, and cites relevant evidence without unsupported claims.",1.5,2.0,2.0,0.0,True,False,False,
s30_review_0191,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_006,"If I take a leave of absence and later return to ICU, what procedure or office information should I check before planning my courses again?",student_status,en,4.0,Qwen3.5,4.585,0.5,0.5,0.5,0.0,4,False,1.0,1.0,1.0,1.0,missing_key_condition,unsupported_claim,Partial visa and finance information but misses return procedure and gives a wrong email form.,1.0,1.0,1.0,1.0,evidence_insufficient,unsupported_claim,"The answer partially addresses the question but relies on limited evidence, missing the key re-enrolment procedure and physician's certificate requirement, and includes a vague, unsupported claim about faculty communication.",1.0,1.0,1.0,1.0,False,False,False,
s30_review_0192,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_006,"If I take a leave of absence and later return to ICU, what procedure or office information should I check before planning my courses again?",student_status,en,4.0,Qwen3.5,12.828,0.5,0.625,0.5625,0.25,3,False,1.0,2.0,1.0,2.0,unsupported_claim,missing_key_condition,Describes outdated or readmission-like steps and misses the AY2024 no-reenrolment rule.,1.0,2.0,1.0,1.0,evidence_insufficient,unsupported_claim,"The answer confuses leave of absence (休学) with withdrawal/re-enrolment (退学/再入学), citing re-enrolment procedures and a meeting with the Dean that are not supported for leave of absence in the evidence.",1.0,2.0,1.0,1.5,False,False,False,
s30_review_0193,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_007,"I feel overwhelmed and want to talk to someone, but I am worried about privacy. Where can I find official information about counseling or student support at ICU?",student_support,en,4.0,Qwen3.5,3.938,0.625,0.625,0.625,0.5,2,False,1.0,1.0,2.0,1.0,over_answering,verbose_low_quality,Adds course details and does not caution about privacy rules.,1.0,2.0,1.0,1.0,unsupported_claim,none,"The answer correctly points to the ICU Counseling Center and Health Care Office, but it makes unsupported claims about anonymity and specific consultation methods that are not clearly stated in the retrieved evidence.",1.0,1.5,1.5,1.0,False,False,False,
s30_review_0194,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_007,"I feel overwhelmed and want to talk to someone, but I am worried about privacy. Where can I find official information about counseling or student support at ICU?",student_support,en,4.0,Qwen3.5,6.46,0.375,0.625,0.5,0.5,2,False,1.0,2.0,0.0,2.0,over_answering,citation_mismatch,Claims explicit anonymous or privacy support without citations.,1.0,2.0,1.0,1.0,unsupported_claim,evidence_insufficient,"The answer correctly points to the ICU Counseling Center but incorrectly claims the center itself offers anonymous telephone counseling; the evidence shows anonymous phone support is from external resources, not the ICU center.",1.0,2.0,0.5,1.5,False,False,False,
s30_review_0195,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_008,"If I need exam accommodations because of a disability or health condition, where should I start, and what kind of official support page should I look for?",student_support,en,4.0,Qwen3.5,1.629,0.75,1.0,0.875,0.5,2,False,1.0,2.0,1.0,0.0,missing_key_condition,citation_mismatch,Omits the official CTL page and documentation or plan process.,2.0,2.0,2.0,0.0,none,none,"The answer accurately reflects the retrieved evidence, is clearly written, and provides appropriate citations.",1.5,2.0,1.5,0.0,True,False,False,
s30_review_0196,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_008,"If I need exam accommodations because of a disability or health condition, where should I start, and what kind of official support page should I look for?",student_support,en,4.0,Qwen3.5,6.892,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,"Covers LAS, CTL page, documents, plan, and examples.",2.0,2.0,2.0,0.0,none,none,"The answer accurately reflects the retrieved evidence, is clearly structured, and provides useful citations for all key claims.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0197,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_009,I am graduating from undergraduate school but continuing to ICU graduate school. What should I know about my IT account or services after graduation?,it,en,4.0,Qwen3.5,3.607,0.625,0.625,0.625,0.5,2,True,1.0,1.0,2.0,1.0,unsupported_claim,over_answering,Adds misleading app-password guidance after account expiration.,1.0,2.0,1.0,1.0,unsupported_claim,none,"The answer is clear and mostly accurate, but the mention of using app passwords after graduation is a minor extrapolation not directly supported by the provided excerpts, and the final sentence about unclear transfer is a reasonable observation but not a failure of the core answer.",1.0,1.5,1.5,1.0,False,False,False,
s30_review_0198,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_009,I am graduating from undergraduate school but continuing to ICU graduate school. What should I know about my IT account or services after graduation?,it,en,4.0,Qwen3.5,7.259,0.5,0.25,0.375,0.5,2,True,1.0,1.0,2.0,2.0,unsupported_claim,none,Falsely says the current account stays active through graduate study.,0.0,1.0,1.0,2.0,unsupported_claim,over_answering,"The model answer falsely claims the account remains active for graduate studies, contradicting the evidence that accounts expire on March 31, 2026, even for continuing students.",0.5,1.0,1.5,2.0,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0199,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_010,日本語プログラムを履修したいのですが、JLPのレベル分けや履修方法について、どこで公式情報を確認できますか？,language,ja,4.0,Qwen3.5,5.525,0.75,1.0,0.875,0.5,2,False,1.0,2.0,2.0,1.0,unsupported_claim,missing_key_condition,Gives a wrong JLP email and omits first-class reassessment.,2.0,2.0,2.0,0.0,none,none,回答は質問に対して正確かつ簡潔に公式情報の確認先とレベル分け・履修方法を提示しており、引用も適切に付与されている。,1.5,2.0,2.0,0.5,True,False,False,
s30_review_0200,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_010,日本語プログラムを履修したいのですが、JLPのレベル分けや履修方法について、どこで公式情報を確認できますか？,language,ja,4.0,Qwen3.5,11.516,0.375,1.0,0.6875,1.25,0,False,1.0,1.0,0.0,1.0,citation_mismatch,missing_key_condition,Useful but lacks evidence citations and omits first-class reassessment.,2.0,2.0,2.0,0.0,none,none,回答は質問に正確に答え、公式情報源と連絡先を明示し、証拠に基づいた詳細を過不足なく提供している。,1.5,1.5,1.0,0.5,False,False,False,
s30_review_0201,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_011,"I saw something about Chapel Hour and Christianity Week, but I am not sure whether these are academic events or campus-life events. Where should I check the schedule?",campus_life,en,4.0,Qwen3.5,4.295,1.0,0.75,0.875,0.5,2,False,2.0,2.0,2.0,0.0,none,none,Correctly treats them as campus religious activities and names schedule sources.,1.0,2.0,1.0,0.0,evidence_insufficient,none,"The answer correctly identifies the events as campus-life/religious and gives schedule details, but the evidence does not explicitly state where to check the schedule for Christianity Week, making that part unsupported.",1.5,2.0,1.5,0.0,True,False,False,
s30_review_0202,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_011,"I saw something about Chapel Hour and Christianity Week, but I am not sure whether these are academic events or campus-life events. Where should I check the schedule?",campus_life,en,4.0,Qwen3.5,6.828,0.5,0.25,0.375,0.5,2,True,0.0,2.0,2.0,2.0,unsupported_claim,over_answering,Incorrectly says both are academic events.,0.0,1.0,1.0,2.0,unsupported_claim,citation_mismatch,"The model answer incorrectly labels Chapel Hour and Christianity Week as 'academic events' and claims they are integrated into the academic calendar, contradicting the evidence which describes them as optional Religious Center activities.",0.0,1.5,1.5,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0203,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_012,"For Spring 2026, I need to know both the registration period and the advisor interview timing. Which official calendar or registration pages should I check?",calendar,en,4.0,Qwen3.5,5.501,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Covers registration/interview timing and official procedure source.,2.0,2.0,2.0,0.0,none,none,"The answer accurately extracts and presents the requested dates and official sources from the provided evidence, with clear formatting and correct citations.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0204,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_012,"For Spring 2026, I need to know both the registration period and the advisor interview timing. Which official calendar or registration pages should I check?",calendar,en,4.0,Qwen3.5,8.364,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Gives correct dates and official procedure notice.,2.0,2.0,2.0,0.0,none,none,"The answer accurately extracts registration and advisor interview timings from the retrieved evidence, cites sources appropriately, and is clearly structured for a student.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0205,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_013,I transferred credits before entering ICU. Can the system tell me exactly how many more credits I personally need to graduate early?,credits,en,4.0,Qwen3.5,2.877,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Correctly explains transfer-credit approval and lack of calculator.,2.0,2.0,2.0,0.0,none,none,"The answer correctly states the system cannot provide a personal credit count, aligns with the evidence, and is clearly written with supporting citations.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0206,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_013,I transferred credits before entering ICU. Can the system tell me exactly how many more credits I personally need to graduate early?,credits,en,4.0,Qwen3.5,8.831,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Properly explains limits and lack of personalized calculation.,2.0,2.0,2.0,0.0,none,none,"The answer correctly states the system cannot calculate exact remaining credits, aligns with evidence about post-entry confirmation, and is clearly written with proper citations.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0207,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_014,履修登録について教育事務グループに確認したいです。連絡先や関連する公式ページはどこで確認できますか？,office,ja,4.0,Qwen3.5,4.079,0.875,0.75,0.8125,0.25,3,False,1.0,2.0,2.0,0.0,unsupported_claim,none,Gives official pages but the email address is wrong.,1.0,2.0,1.0,0.0,citation_mismatch,none,メールアドレスが誤って ea-group@icu.jp と記載されており、正しい ea-group@icu.ac.jp と異なるため部分的な修正が必要。,1.0,2.0,1.5,0.0,False,False,False,
s30_review_0208,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_014,履修登録について教育事務グループに確認したいです。連絡先や関連する公式ページはどこで確認できますか？,office,ja,4.0,Qwen3.5,6.371,0.875,1.0,0.9375,0.25,3,False,1.0,2.0,2.0,0.0,missing_key_condition,none,Gives contact but not official registration pages.,2.0,2.0,2.0,0.0,none,none,回答は正確で、引用も適切にサポートしており、学生にとって安全で有用です。,1.5,2.0,2.0,0.0,True,False,False,
s30_review_0209,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_015,"If the chatbot answer and the ICU Portal announcement seem different about a deadline, which source should I trust and what should I do next?",policy,en,4.0,Qwen3.5,3.36,0.5,0.625,0.5625,0.75,1,False,1.0,1.0,2.0,2.0,over_answering,unsupported_claim,Invents source-hierarchy or detail procedures beyond the evidence.,1.0,2.0,1.0,1.0,unsupported_claim,evidence_insufficient,The answer correctly prioritizes the portal but adds unsupported advice about verifying source types and lists specific deadlines not directly linked to the question's conflict scenario.,1.0,1.5,1.5,1.5,False,False,False,
s30_review_0210,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_015,"If the chatbot answer and the ICU Portal announcement seem different about a deadline, which source should I trust and what should I do next?",policy,en,4.0,Qwen3.5,10.683,1.0,0.875,0.9375,0.25,3,False,2.0,2.0,2.0,0.0,none,none,Cautiously notes no formal hierarchy and points to Portal announcements.,1.0,2.0,2.0,0.0,evidence_insufficient,none,"The answer correctly states the evidence lacks a conflict-resolution policy and points to the portal as the primary source, but it does not explicitly recommend verifying the deadline in the portal announcement as the next step, which the reference answer suggests.",1.5,2.0,2.0,0.0,True,False,False,
s30_review_0211,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_016,"I want to take Logic Programming in Autumn 2026. Who teaches it, when is it scheduled, and where should I check the official course information?",course,en,4.0,Qwen3.5,2.305,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Covers all requested course details.,2.0,2.0,2.0,0.0,none,none,"The answer accurately extracts instructor, schedule, and official source from the evidence, is clearly written, and cites relevant passages.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0212,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_016,"I want to take Logic Programming in Autumn 2026. Who teaches it, when is it scheduled, and where should I check the official course information?",course,en,4.0,Qwen3.5,6.556,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,"Covers instructor, schedule, and official course record.",2.0,2.0,2.0,0.0,none,none,"The answer correctly identifies the instructor, schedule, and where to check official information, all supported by the retrieved evidence.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0213,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_017,"I remember there is a class called Statistical Information Literacy. How is the grade evaluated, and what kind of work does the syllabus seem to require?",course,en,4.0,Qwen3.5,3.494,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Complete and term-specific.,2.0,2.0,2.0,0.0,none,none,"The answer accurately summarizes grading and syllabus content for both terms using the provided evidence, is clearly structured, and includes proper citations.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0214,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_017,"I remember there is a class called Statistical Information Literacy. How is the grade evaluated, and what kind of work does the syllabus seem to require?",course,en,4.0,Qwen3.5,8.394,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Complete grading with reasonable syllabus work summary.,2.0,2.0,2.0,0.0,none,none,"The answer accurately summarizes grading policies and syllabus content from the retrieved evidence, is clearly structured, and properly cites sources.",2.0,2.0,2.0,0.0,True,True,False,
s30_review_0215,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_018,MIURA先生って、どの日本語の授業を担当していますか？レベルも少し知りたいです。,course,ja,4.0,Qwen3.5,1.977,0.625,0.625,0.625,0.5,2,False,1.0,1.0,2.0,1.0,over_answering,verbose_low_quality,Adds Middle English and casts doubt on the Miura identity unnecessarily.,1.0,2.0,1.0,1.0,unsupported_claim,none,回答はJ2の情報を正しく提供しているが、質問者が意図する「MIURA先生」を特定せずに「Middle English」を含めたため、不必要な情報を追加している。,1.0,1.5,1.5,1.0,False,False,False,
s30_review_0216,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_018,MIURA先生って、どの日本語の授業を担当していますか？レベルも少し知りたいです。,course,ja,4.0,Qwen3.5,10.605,0.75,1.0,0.875,0.5,2,False,2.0,1.0,2.0,1.0,verbose_low_quality,over_answering,Mostly complete but has an awkward or unsupported descriptor.,2.0,2.0,2.0,0.0,none,none,回答は検索資料に基づき、三浦先生の担当科目とレベルを正確かつ簡潔に説明しており、引用も適切に付与されている。,2.0,1.5,2.0,0.5,True,False,False,
s30_review_0217,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_019,履修登録サイトで科目を選択したのに登録が完了したか不安です。どの操作や確認をすればよいですか？,registration,ja,4.0,Qwen3.5,3.328,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Complete and student-facing.,2.0,2.0,2.0,0.0,none,none,回答はエビデンスに基づき、登録確認手順を明確かつ簡潔に示しており、学生にとって安全で有用である。,2.0,2.0,2.0,0.0,True,True,False,
s30_review_0218,condition_8a18ba17,Qwen/Qwen3.5-4B,Qwen3.5 4B,agentic,agentic,s30_019,履修登録サイトで科目を選択したのに登録が完了したか不安です。どの操作や確認をすればよいですか？,registration,ja,4.0,Qwen3.5,7.346,1.0,1.0,1.0,0.0,4,True,2.0,2.0,2.0,0.0,none,none,Covers advisor approval and Registration Results.,2.0,2.0,2.0,0.0,none,none,回答はエビデンスに基づき、アドバイザー承認と登録結果確認の必要性を明確に説明しており、安全で有用です。,2.0,2.0,2.0,0.0,True,True,False,
s30_review_0219,condition_bcf21805,Qwen/Qwen3.5-4B,Qwen3.5 4B,single_shot,single-shot,s30_020,"I need to buy textbooks for Spring 2026 courses. Where should I check the official textbook purchase information, and what details should I not expect the chatbot to know?",course_materials,en,4.0,Qwen3.5,5.812,0.625,0.75,0.6875,1.25,0,False,2.0,1.0,0.0,0.0,citation_mismatch,verbose_low_quality,Mostly correct but lacks usable citations and has raw or truncated links.,1.0,2.0,2.0,1.0,missing_key_condition,none,"The answer provides useful textbook purchase details from the evidence but fails to address the second part of the question about what details the chatbot cannot know, which is a key condition of the query.",1.5,1.5,1.0,0.5,False,False,True,repetitive_or_truncated
